position,pace,shooting,passing,dribbling,defending,physical,gkDiving,gkHandling,gkKicking,gkReflexes,gkPositioning,ovr
RB,70.64,50.78,63.43,57.17,60.55,61.73,16.11,10.32,13.6,12.19,17.33,76.98
LB,71.41,57.89,57.51,42.47,77.05,62.45,7.09,13.33,19.01,8.81,3.54,78.42
ST,80.69,93.56,55.27,52.29,23.62,78.7,15.18,14.0,14.51,10.4,12.53,82.36
GK,56.29,27.1,49.99,28.32,45.37,73.46,78.36,55.31,67.78,77.03,54.82,76.75
LW,87.52,70.52,76.0,83.62,31.62,76.82,11.34,9.38,13.58,3.33,15.87,85.68
CDM,76.09,46.37,78.18,58.91,65.33,77.35,7.03,12.75,11.49,5.1,8.84,83.22
ST,78.15,78.68,70.3,55.48,39.74,85.93,10.4,13.34,12.36,13.21,15.22,82.91
CDM,79.43,62.44,78.66,64.52,66.86,63.69,11.59,15.58,2.42,14.93,16.42,80.15
CDM,71.4,44.23,73.61,64.7,72.87,71.08,12.61,11.65,12.98,11.68,6.61,81.42
LW,80.38,41.52,66.57,67.79,32.23,52.48,10.81,17.97,11.89,5.18,11.21,75.26
LB,66.46,60.74,66.86,54.49,88.49,88.12,16.76,15.98,15.44,3.73,13.53,80.76
GK,59.76,29.75,48.91,41.29,45.49,72.76,62.91,61.08,71.71,73.27,70.67,79.17
CDM,66.26,41.36,71.51,70.9,78.32,56.77,12.22,17.86,15.91,17.69,15.24,79.89
CM,65.8,49.6,70.51,70.93,71.84,49.7,14.07,7.88,8.58,6.48,11.13,77.79
ST,59.35,92.0,46.42,64.3,33.79,88.52,17.05,15.18,13.03,17.2,15.13,81.91
LW,80.23,65.3,74.65,92.47,29.41,73.38,18.38,13.22,14.46,20.0,10.03,86.32
RB,75.05,40.11,79.72,65.61,71.34,65.08,9.46,11.27,7.12,9.6,9.77,84.0
ST,69.36,91.88,67.76,48.75,38.42,85.72,11.98,13.62,13.82,13.32,9.85,84.83
LB,79.17,43.88,77.48,50.73,81.43,67.87,11.77,17.25,9.15,17.6,11.59,83.85
CAM,79.46,51.84,82.86,73.9,35.53,52.78,16.12,15.57,9.58,9.58,11.76,82.16
RB,70.11,43.92,65.3,86.62,73.46,74.21,15.09,13.77,9.72,11.48,11.43,82.38
LW,83.36,66.89,58.75,79.17,44.97,73.53,5.76,14.68,10.18,9.16,9.92,83.34
LB,81.28,43.53,55.98,60.34,73.19,55.8,7.43,8.84,14.67,13.22,10.0,80.13
CM,68.14,75.36,77.57,90.72,55.95,77.66,10.76,18.76,8.41,7.59,12.67,83.33
RB,69.93,63.83,59.02,54.94,73.6,60.84,10.06,5.93,18.32,14.93,16.14,79.53
LW,98.04,68.05,51.52,75.53,28.85,57.87,11.0,12.59,11.87,7.18,14.97,83.62
GK,53.57,27.79,54.05,31.07,36.85,52.26,56.75,64.61,53.5,58.13,70.28,74.78
LW,71.34,81.17,51.65,75.66,22.51,50.05,12.32,5.95,8.18,13.14,14.52,83.17
RB,81.08,58.47,70.8,67.59,65.61,59.97,13.96,9.81,8.21,5.74,16.75,83.48
LB,76.48,41.57,53.91,48.66,78.08,76.03,9.79,11.5,13.35,17.7,9.56,77.77
RB,79.03,47.7,76.98,58.73,61.14,65.51,11.17,12.66,9.14,15.2,17.54,80.85
CB,71.33,18.38,52.04,43.8,64.93,90.4,13.78,15.16,20.42,12.0,19.13,79.37
GK,35.38,22.28,32.32,42.37,38.16,62.68,83.3,58.62,57.01,76.74,81.17,82.19
GK,49.14,10.04,67.19,24.23,37.05,68.89,70.92,52.89,64.39,89.71,69.0,78.87
CB,59.74,21.45,49.94,42.65,68.84,60.37,17.82,19.01,12.45,12.36,21.15,76.62
GK,52.51,5.07,34.37,41.16,38.12,52.69,81.57,67.68,67.28,66.56,61.75,78.14
GK,47.89,25.08,37.58,23.46,45.67,46.21,83.95,61.83,75.78,83.94,75.61,83.15
CB,66.61,26.08,46.47,38.77,61.82,66.6,6.94,17.24,15.53,16.93,8.77,76.8
ST,77.95,89.04,62.65,57.87,23.83,58.3,12.11,12.47,11.4,14.2,13.69,82.91
CM,66.0,67.56,92.02,58.49,51.26,45.84,17.6,5.72,14.92,12.28,9.84,78.01
CDM,58.11,64.28,66.63,62.79,72.64,82.94,16.59,11.85,13.49,11.29,17.0,79.67
ST,75.24,72.1,55.56,57.34,32.04,80.9,14.84,10.71,11.0,12.09,7.9,80.58
RW,64.12,54.46,64.77,82.51,26.69,54.19,14.35,19.68,9.18,6.01,11.38,78.54
ST,77.93,73.65,70.88,78.13,51.8,68.47,16.73,14.64,7.94,8.12,9.83,84.86
CAM,56.86,72.3,67.94,88.69,44.31,56.41,12.99,18.54,7.42,5.18,12.65,81.24
CM,65.67,61.04,70.32,71.71,53.24,76.19,8.91,12.93,19.98,12.16,21.98,79.76
GK,43.82,20.2,52.56,36.26,40.91,74.43,80.81,52.46,60.13,81.64,53.56,77.9
LW,77.61,70.71,62.68,90.23,34.06,55.03,15.84,12.3,10.83,8.73,10.28,82.76
LB,74.64,45.4,74.85,60.62,67.93,56.18,13.65,15.48,13.13,18.25,11.19,76.67
LW,70.53,84.88,54.02,71.66,37.39,43.31,12.67,8.83,17.1,10.0,19.87,81.7
CB,58.3,25.49,43.64,45.96,72.04,72.22,12.46,14.07,18.55,12.09,14.71,77.66
CDM,57.29,38.74,72.26,67.4,53.02,56.29,11.65,8.82,13.58,11.35,8.59,75.16
CM,49.29,52.71,60.61,71.03,46.81,87.23,20.27,9.56,12.84,3.58,7.04,76.61
ST,79.68,74.72,87.6,71.67,38.03,76.57,9.83,8.64,5.11,18.32,11.23,86.27
CDM,51.27,49.93,66.53,64.29,79.22,61.93,13.99,12.4,12.11,7.03,13.19,77.29
LW,86.05,73.41,72.99,82.01,34.48,44.51,15.18,12.06,9.34,13.18,14.18,88.39
GK,38.34,23.98,56.99,37.9,57.16,59.79,63.21,68.31,65.66,52.62,75.14,78.23
CM,71.91,53.68,67.31,62.93,59.28,50.42,7.15,12.4,15.17,14.39,13.6,77.71
LW,89.53,77.6,69.84,71.56,54.64,71.14,12.99,11.33,6.16,20.31,7.79,84.56
GK,41.71,25.03,57.54,32.72,33.65,53.18,83.74,73.31,59.46,83.71,84.11,84.25
ST,84.54,74.99,56.75,55.27,27.27,72.34,28.74,9.34,13.63,6.39,1.0,82.66
LW,87.32,62.27,53.63,84.77,27.49,55.92,11.87,18.27,11.71,15.7,17.72,81.0
CB,75.14,28.81,56.21,40.58,99.0,80.05,22.3,11.26,18.14,11.07,6.34,85.78
LB,62.05,29.24,69.61,54.88,66.67,67.41,11.1,15.67,16.14,12.01,14.14,77.49
CM,64.42,67.93,75.29,75.37,42.61,69.66,12.63,7.14,10.02,12.89,2.69,79.44
RB,65.55,46.61,73.33,64.63,63.39,72.31,9.95,11.1,9.23,13.57,10.97,79.27
CM,65.57,79.56,72.61,59.81,59.82,59.36,18.36,3.23,15.33,16.25,12.43,77.12
LB,79.97,22.85,69.64,58.23,71.46,71.02,7.93,11.15,13.87,14.68,12.13,81.75
CAM,75.58,86.3,70.59,86.22,53.08,37.28,9.82,9.95,7.57,11.64,4.64,83.31
LW,84.25,64.02,81.68,80.68,44.57,73.95,11.57,6.07,10.03,11.49,9.43,85.82
CDM,91.61,50.83,76.65,73.09,68.75,70.5,5.12,9.96,5.39,17.04,10.89,82.77
LB,69.85,43.59,56.16,61.2,92.79,77.55,9.62,17.88,21.41,10.32,2.45,81.7
CB,68.7,53.23,54.46,30.58,77.61,77.64,15.31,12.62,11.47,13.07,19.79,80.12
CM,62.81,70.77,85.27,79.04,65.28,58.11,20.59,12.98,14.67,12.55,12.09,84.73
CAM,57.07,60.75,81.83,61.24,47.22,67.08,5.76,14.75,9.48,10.81,13.67,80.26
CDM,71.66,49.03,81.97,61.66,76.7,62.07,16.36,12.79,12.96,12.24,9.17,80.38
CDM,68.38,68.6,69.32,60.49,66.17,58.74,12.22,11.29,13.1,14.12,14.87,78.73
CAM,74.55,65.72,76.62,63.78,35.0,56.51,15.5,5.85,2.7,8.16,10.15,82.08
CDM,60.78,50.2,63.22,80.36,82.62,73.66,5.67,13.87,12.26,17.75,4.41,82.14
LW,70.49,87.05,73.63,68.64,26.52,72.26,12.68,16.7,13.78,2.62,17.24,82.86
GK,44.39,32.3,47.49,36.74,41.69,54.44,99.0,80.81,66.11,67.92,87.63,84.06
LB,60.32,46.58,80.96,65.88,59.0,49.95,6.42,13.71,13.67,12.2,10.78,76.94
LB,68.97,39.9,71.27,64.4,63.72,65.94,12.87,17.82,12.68,13.69,14.0,79.64
CM,73.41,67.62,68.23,91.2,58.13,54.8,12.76,10.47,17.73,18.99,11.29,81.17
CM,57.9,53.58,68.65,62.06,76.2,61.27,15.45,15.77,6.39,7.24,5.34,78.07
CB,72.6,33.63,53.72,39.28,86.3,79.7,13.02,5.77,5.41,13.37,4.17,84.1
RW,91.01,52.43,73.12,95.06,56.77,40.0,7.57,13.81,16.0,11.39,9.04,84.42
LW,85.84,86.43,70.27,62.22,35.94,50.3,10.59,14.98,6.61,17.46,14.72,83.21
CM,55.8,63.52,55.38,71.47,74.88,51.88,14.14,11.59,12.25,17.25,12.37,75.87
RB,79.39,26.03,61.59,69.0,87.31,58.46,12.98,17.39,15.3,17.39,14.97,78.82
LW,59.87,83.28,85.87,71.94,50.92,65.31,7.28,15.0,11.47,13.61,5.67,83.22
CB,56.47,25.94,44.72,55.96,74.42,78.2,4.63,7.39,12.26,23.98,7.78,79.57
LW,96.56,83.92,75.73,99.0,40.05,53.7,8.89,8.01,11.07,12.63,13.61,89.89
LB,68.84,50.04,51.61,65.98,57.31,65.9,8.96,15.13,9.35,13.77,8.13,76.62
RW,69.17,65.57,64.63,82.19,29.96,65.04,8.23,4.48,14.86,15.67,12.0,82.28
CB,62.83,48.3,69.71,52.29,78.62,86.34,21.95,15.74,10.04,19.21,12.56,86.59
LB,70.21,54.99,73.92,58.52,66.18,56.77,15.71,16.23,6.71,11.61,13.88,77.87
CAM,65.98,52.37,94.94,65.45,38.51,66.4,14.23,13.82,12.86,8.34,11.05,81.19
GK,53.78,29.18,46.63,33.48,43.82,68.55,77.17,70.14,62.47,69.82,57.9,79.88
RB,70.27,49.2,80.94,52.8,77.89,59.66,10.75,11.9,9.91,7.79,11.27,80.88
RB,71.27,49.96,80.34,57.48,61.26,72.65,19.15,13.13,10.81,9.09,13.83,79.23
GK,49.54,32.52,39.28,43.72,30.38,86.9,75.66,62.41,55.33,65.55,65.01,77.1
LB,77.25,53.65,65.75,59.0,71.16,63.33,13.08,1.0,14.33,8.31,4.18,80.12
LW,72.22,72.43,56.95,72.17,22.55,66.14,20.05,11.16,13.32,7.47,17.84,79.92
ST,69.48,65.99,60.57,69.14,40.56,83.36,11.82,11.15,8.21,10.81,21.33,81.95
LW,76.77,60.62,68.85,83.91,53.44,51.48,8.45,10.21,9.71,18.75,8.63,83.03
CAM,64.36,53.77,73.3,73.82,45.23,61.34,15.26,10.6,14.88,7.23,19.19,80.43
CB,59.66,25.14,63.1,51.03,64.23,68.38,10.88,3.78,8.0,11.69,11.18,77.91
LW,80.34,70.17,79.35,80.17,55.7,66.66,22.5,15.07,10.31,6.59,11.06,84.99
RB,72.11,38.12,66.31,67.47,65.97,50.9,5.64,14.45,6.65,14.0,13.48,78.32
RW,75.86,63.86,74.79,80.21,36.43,68.68,9.98,15.26,18.07,10.98,11.01,83.78
CAM,70.68,67.58,75.21,93.35,35.9,49.82,20.1,19.29,12.52,13.85,14.41,83.08
LB,83.35,47.46,57.06,69.27,63.8,61.58,8.84,10.96,9.69,10.84,13.48,81.02
CDM,84.09,51.66,68.93,54.46,64.32,75.23,12.09,8.14,14.72,13.69,3.56,78.3
LB,68.01,60.27,76.45,54.15,63.63,67.19,9.19,7.38,17.18,7.43,19.12,79.29
LB,90.35,43.29,59.42,71.76,60.99,60.68,16.21,12.27,16.13,7.27,11.44,80.31
RB,59.98,38.77,56.03,71.25,81.7,50.28,4.74,17.85,10.32,6.3,13.18,77.38
RB,64.93,54.15,74.2,73.75,48.03,66.91,17.58,11.1,8.42,11.68,11.63,78.9
LB,84.0,42.85,71.96,57.13,65.91,71.02,17.7,10.73,10.28,11.26,14.91,83.01
CAM,73.3,47.58,78.85,75.9,41.06,69.17,11.78,11.98,15.98,13.42,14.11,80.41
RB,62.42,40.1,79.47,67.8,68.21,63.59,16.31,11.73,9.01,6.72,15.6,78.16
LW,92.69,76.77,65.98,82.55,33.13,62.97,14.45,13.72,9.19,11.44,8.18,86.83
GK,61.16,23.05,39.68,25.52,46.12,56.35,56.85,70.95,59.84,72.52,70.12,79.63
RW,79.81,69.72,63.62,85.81,52.8,69.45,10.07,18.34,13.89,15.44,17.62,84.75
CB,58.32,24.88,60.65,45.27,74.71,67.45,9.23,17.97,14.57,23.37,8.46,79.46
ST,81.67,88.37,51.88,55.92,40.92,57.54,10.28,14.57,15.44,7.85,13.65,81.32
LW,83.15,82.94,82.0,72.86,29.15,51.96,7.75,15.61,15.86,10.25,12.88,84.43
ST,72.76,71.93,52.14,64.49,45.7,81.29,12.61,13.36,14.3,14.98,12.43,79.69
RW,79.03,58.5,77.69,87.75,37.6,56.74,9.4,11.34,14.93,8.6,11.25,82.3
CAM,67.45,81.44,95.06,79.07,35.31,66.77,13.81,16.22,5.22,15.42,8.46,87.7
LW,71.8,59.28,77.63,79.75,41.8,63.47,4.77,9.95,19.82,12.89,10.72,80.42
LB,64.06,53.48,73.11,60.26,42.97,53.72,15.39,6.71,11.41,12.45,6.7,72.05
CDM,65.5,53.9,88.11,58.67,75.56,72.5,14.93,12.82,16.49,10.83,16.63,81.8
LB,73.77,27.14,71.88,64.88,73.94,76.44,14.51,12.71,9.73,3.51,10.99,82.99
GK,49.87,37.98,45.92,23.03,45.77,72.94,81.13,92.36,65.78,78.14,85.35,85.65
RB,74.53,41.66,79.77,48.83,75.96,55.17,5.56,18.09,9.49,16.81,22.88,80.26
CB,69.26,24.53,70.78,53.91,82.47,54.14,11.98,17.17,14.95,14.35,14.15,78.97
LB,67.17,61.49,44.07,67.8,56.67,62.21,12.46,12.81,11.7,13.17,13.74,73.78
CM,78.3,45.62,88.34,78.42,55.68,80.95,10.5,12.18,7.88,11.07,16.55,83.04
CAM,73.03,86.69,69.99,67.83,35.38,74.0,8.43,10.39,17.58,18.11,11.22,82.07
LB,62.77,43.93,53.51,49.49,70.37,58.74,18.26,6.44,12.12,12.08,14.88,75.95
GK,38.6,13.68,47.56,39.0,42.22,54.83,65.01,83.5,63.65,65.32,73.9,80.32
LB,74.35,65.85,55.69,62.65,63.46,60.41,8.89,13.12,21.21,14.96,13.15,76.07
LW,85.58,66.83,72.55,86.08,32.88,75.57,6.32,12.51,11.56,10.87,18.59,86.69
ST,78.28,75.94,73.75,70.22,36.41,75.74,17.57,10.04,12.45,10.5,15.1,84.2
CB,45.01,32.26,54.92,41.2,67.85,81.2,27.39,15.42,13.01,13.48,7.07,77.51
CM,79.2,78.58,78.85,72.32,67.88,61.08,7.75,9.69,1.32,8.54,14.83,80.48
RW,86.14,64.9,62.38,77.89,32.23,73.3,10.3,5.08,12.88,11.36,10.86,83.15
LB,69.9,45.5,63.54,72.27,89.8,64.42,7.34,14.53,12.87,12.62,8.87,82.24
GK,58.0,12.05,62.33,36.0,38.13,43.84,80.74,71.75,89.01,66.35,67.58,81.41
RB,72.2,43.45,73.66,64.38,66.69,62.0,1.01,14.38,10.64,5.12,10.86,78.22
CDM,66.17,64.31,83.66,49.38,84.37,86.59,10.45,9.35,15.09,12.04,9.27,87.19
LW,77.77,64.07,77.81,96.79,23.97,49.38,4.35,25.69,11.45,16.53,16.8,84.81
LB,71.33,39.46,65.03,65.05,81.31,78.58,12.27,12.38,11.24,15.91,9.08,82.87
RW,76.47,66.87,63.98,90.72,41.97,53.76,13.73,10.9,10.2,5.24,8.08,85.65
CDM,79.3,50.36,75.88,66.69,86.69,59.07,6.57,12.46,20.11,16.93,10.79,81.89
CM,78.17,45.41,78.45,70.44,61.09,66.15,16.01,8.26,13.89,9.19,9.37,82.66
LB,69.17,44.79,68.27,74.41,57.66,88.8,14.25,19.83,10.6,12.25,11.37,81.79
LB,65.5,71.91,49.75,72.64,65.59,56.78,6.73,16.78,15.4,13.47,16.06,75.78
GK,50.38,9.49,31.89,31.33,38.11,64.15,58.51,78.46,79.3,82.55,62.39,80.42
RW,74.23,82.19,83.25,79.27,50.78,72.3,9.75,5.14,9.53,12.33,9.3,86.35
CAM,66.2,96.88,73.04,77.04,30.91,72.01,11.07,12.43,18.33,13.65,6.71,84.29
LB,77.83,42.35,51.97,79.4,61.58,44.41,16.62,9.88,16.18,16.95,16.3,79.22
CDM,64.8,41.8,82.09,62.61,83.69,69.86,9.57,5.75,10.8,13.05,12.43,83.09
CM,51.73,54.23,70.87,64.15,69.01,84.73,15.4,13.83,12.37,5.31,6.72,78.58
GK,48.86,23.62,50.23,38.38,7.36,89.35,60.55,59.7,61.74,80.87,50.7,76.57
GK,51.66,18.14,51.79,25.12,37.98,76.84,70.39,60.01,62.48,82.1,63.06,78.05
LB,87.3,50.29,89.96,72.03,50.45,59.31,7.26,13.36,12.08,6.82,8.09,79.9
LB,66.23,40.18,64.04,62.3,63.64,80.76,12.68,12.42,9.24,16.64,16.01,80.53
ST,78.97,80.98,36.43,57.32,24.13,87.26,11.94,7.33,8.86,16.76,12.59,85.6
LB,67.31,43.33,73.13,49.63,72.41,66.18,6.38,8.35,13.17,14.31,18.45,77.6
ST,52.02,75.01,58.54,83.08,33.15,85.58,11.83,17.8,16.23,4.99,10.33,81.7
RW,68.91,73.7,75.63,89.05,25.51,57.04,10.61,8.94,12.85,5.75,9.37,81.88
CAM,65.62,81.17,69.23,68.56,42.52,74.17,9.5,15.66,19.84,20.25,8.84,81.08
CM,70.56,49.97,72.34,76.62,52.54,66.08,18.15,13.23,11.23,17.65,18.17,78.72
RW,75.63,83.75,66.36,72.12,29.12,56.83,10.59,17.39,14.3,10.25,19.17,83.04
LB,68.86,50.26,63.8,42.3,66.93,62.92,7.83,12.04,10.5,8.17,8.84,79.69
CDM,55.33,60.62,67.86,61.32,70.86,70.86,18.89,7.58,5.79,9.34,16.69,80.57
ST,96.5,89.46,52.59,74.05,40.93,63.87,13.35,14.24,16.48,13.59,5.17,91.55
GK,27.55,21.36,28.29,36.76,38.13,56.39,81.45,49.62,38.07,86.5,75.21,74.56
LW,72.38,77.13,66.72,78.31,28.91,62.92,11.66,13.57,7.44,11.38,15.74,81.92
LB,72.65,48.54,67.69,50.64,66.74,70.09,13.09,6.93,10.5,10.92,12.11,81.0
ST,68.45,69.44,66.53,67.25,37.39,73.6,12.43,6.77,18.01,10.32,9.21,79.54
CB,84.94,59.97,57.49,37.8,76.17,77.59,10.24,12.3,13.5,10.71,8.5,84.21
CAM,72.46,57.26,83.14,79.57,52.49,77.94,9.04,8.38,17.15,16.44,11.33,83.97
LW,96.79,52.39,65.71,81.58,42.17,78.17,16.72,8.62,7.03,15.64,10.51,86.14
CAM,66.92,60.34,73.67,69.34,41.82,63.53,16.93,14.17,11.87,7.48,18.76,77.84
LW,79.57,79.13,75.42,90.03,39.44,59.93,15.75,7.37,13.11,9.58,10.25,87.09
CB,54.63,30.1,41.91,59.73,84.31,74.18,9.89,15.54,16.08,15.45,15.22,80.98
CAM,83.25,70.12,52.18,81.17,66.74,46.99,10.11,11.48,17.19,10.04,15.99,80.41
RB,70.28,45.51,50.87,58.43,79.84,78.5,11.35,6.57,9.67,6.83,13.76,79.61
LB,56.46,47.15,64.48,58.99,64.62,91.51,16.02,13.76,14.78,15.77,10.55,77.91
RW,76.98,86.46,76.63,97.58,42.22,51.09,18.41,13.33,10.01,4.42,10.61,87.37
RB,74.46,40.3,57.7,67.34,76.53,75.64,11.06,11.61,14.86,13.37,12.29,81.88
RB,79.33,41.02,55.92,59.15,54.72,78.44,7.12,15.58,7.6,20.51,18.34,79.0
RB,67.59,42.35,66.35,63.31,63.56,82.31,3.59,10.33,17.18,9.93,7.16,79.15
CDM,63.45,51.7,74.86,75.04,78.09,71.41,12.91,4.56,13.62,14.16,5.22,86.86
CDM,69.84,53.08,49.19,64.07,79.85,74.62,13.19,10.77,5.59,9.34,8.75,80.67
CDM,28.7,51.98,58.7,49.23,75.65,52.7,7.16,11.13,10.27,9.9,12.55,74.37
ST,82.56,69.69,56.49,65.94,53.8,84.38,14.87,11.07,8.04,10.4,14.05,84.44
RB,70.75,50.56,73.37,60.02,79.24,40.85,10.34,13.92,11.78,13.44,19.26,79.72
LB,74.66,59.26,63.75,56.57,76.91,73.5,7.32,4.94,17.13,11.11,13.83,78.63
CDM,67.55,47.93,67.59,62.9,71.8,78.51,14.99,13.33,11.94,10.31,22.57,81.09
RW,97.28,88.63,59.18,76.76,56.98,52.68,17.53,13.75,14.55,11.94,7.19,88.57
CB,33.07,35.24,33.21,44.07,66.45,78.19,11.85,17.36,1.45,11.72,1.0,74.92
RW,75.02,75.84,54.36,75.05,41.67,61.45,7.61,14.95,7.57,5.66,10.72,80.54
RW,77.19,61.09,74.27,67.05,46.51,77.35,7.7,4.14,7.91,17.54,5.7,82.27
RW,85.6,66.68,76.32,64.4,32.4,57.18,11.29,8.85,14.52,10.65,12.75,80.04
RB,91.05,40.24,75.47,79.0,71.79,65.78,15.56,11.11,10.55,8.86,11.31,86.37
LW,81.01,83.16,57.99,79.69,32.02,63.92,9.93,9.49,17.44,19.79,8.03,84.04
CAM,63.95,53.85,73.17,76.7,43.04,70.57,10.05,11.48,14.34,15.71,12.28,79.21
LB,71.01,54.95,60.56,64.53,85.43,49.51,9.41,17.57,11.45,10.86,21.16,78.52
CB,77.46,23.05,51.94,35.59,72.72,78.61,11.16,4.56,9.99,14.7,16.63,82.55
RW,90.21,88.53,55.07,76.51,23.51,48.09,10.52,6.07,10.89,15.51,9.24,81.11
RB,72.03,39.32,70.5,64.01,64.0,72.49,8.31,7.67,7.3,18.35,6.74,82.36
RB,88.92,60.3,75.94,60.0,78.22,60.14,9.38,12.96,8.57,11.08,10.75,84.07
RB,80.02,59.26,53.42,54.63,43.88,89.32,7.82,11.58,13.43,15.44,6.23,77.36
CM,72.86,61.57,79.86,76.1,62.92,73.59,12.29,16.99,12.48,9.93,11.58,83.34
GK,45.0,35.45,55.94,58.48,33.45,70.7,64.0,78.25,63.97,90.61,62.72,81.15
CB,56.89,29.46,50.62,42.97,68.43,88.0,18.76,23.35,20.9,19.27,10.19,77.81
CAM,90.84,47.5,65.63,72.05,34.05,75.13,7.83,9.88,9.38,12.2,10.38,81.79
CDM,70.74,51.86,78.33,90.69,84.16,56.14,20.25,9.96,12.44,11.02,8.52,82.43
CM,66.95,59.0,68.95,60.48,48.13,46.08,9.72,8.53,11.42,9.74,12.1,73.68
GK,62.27,15.24,50.53,35.68,33.1,60.4,79.05,66.49,61.12,73.28,62.57,78.0
GK,44.74,25.26,53.57,31.31,18.83,82.51,81.49,60.88,68.33,63.06,80.89,82.11
LB,74.42,49.3,70.33,47.64,86.96,54.84,17.92,11.22,14.65,13.81,16.11,79.32
LB,73.19,45.63,63.57,65.69,65.91,59.74,12.88,13.11,11.03,19.65,13.57,80.52
CDM,68.32,67.96,78.05,71.61,60.62,94.38,10.37,15.51,13.46,10.4,2.77,84.82
RW,83.3,75.53,45.59,84.93,52.71,41.11,14.02,20.34,10.64,4.75,24.12,80.11
LW,73.3,76.31,72.52,72.44,34.14,48.0,16.91,9.95,8.5,8.96,12.27,81.31
CDM,83.62,56.04,65.52,72.84,80.13,65.64,9.71,11.42,11.54,14.49,11.75,81.5
GK,48.65,23.05,50.36,34.64,11.98,59.29,58.06,55.44,72.98,75.08,69.13,77.16
LW,79.23,71.05,76.78,89.38,51.76,51.42,14.97,14.14,13.77,15.17,14.35,84.52
ST,84.93,76.99,69.38,82.07,40.52,57.56,3.68,11.01,8.54,21.06,12.01,85.22
CB,45.38,30.8,45.77,58.56,74.94,69.86,9.6,12.09,16.05,17.95,19.99,77.66
LW,73.56,89.05,61.74,88.42,49.88,81.97,10.72,9.71,14.01,9.27,10.83,85.93
CDM,51.7,62.08,87.86,51.25,91.77,72.0,14.12,4.14,18.01,18.22,13.97,86.43
ST,79.39,79.47,46.14,59.56,35.97,52.62,12.78,10.48,11.45,6.81,16.9,81.3
CB,65.07,43.58,53.92,45.45,71.04,59.52,8.27,23.13,12.57,12.61,17.36,76.1
CAM,62.33,83.62,78.11,71.81,41.31,46.69,7.7,12.35,17.56,15.53,8.23,82.2
RW,71.04,65.53,73.41,79.99,20.27,55.98,19.66,18.65,4.42,22.03,16.4,78.0
GK,46.08,23.8,62.26,41.8,35.26,66.06,75.48,64.62,87.39,67.05,84.48,84.39
RB,66.16,45.23,56.36,61.55,62.46,72.56,18.71,6.61,18.63,11.24,13.93,79.78
RB,72.31,70.33,69.5,58.05,60.06,45.4,17.4,11.58,11.84,14.11,6.93,75.37
CDM,74.81,32.6,74.07,58.64,78.79,95.4,6.45,12.73,12.67,12.66,9.56,87.18
RW,84.54,77.57,59.05,80.88,40.2,55.48,13.11,5.85,10.36,11.41,11.19,84.1
CAM,69.08,44.51,51.87,65.57,42.22,64.18,13.04,5.87,10.0,11.78,7.67,74.02
CM,74.74,75.65,72.65,61.2,59.31,46.03,8.79,11.62,7.24,10.64,9.52,78.02
CDM,62.01,36.06,62.87,63.01,66.49,79.52,8.45,12.03,3.31,14.36,8.02,79.59
GK,50.54,6.86,49.76,27.48,34.45,64.17,72.91,55.93,75.63,61.55,71.83,76.23
CAM,81.19,72.51,72.4,85.7,48.12,63.49,17.84,11.44,10.52,10.7,11.76,86.85
CDM,55.2,56.71,58.26,66.78,73.79,71.25,16.21,3.12,14.07,14.44,11.87,81.54
RW,73.9,82.8,80.38,72.48,36.73,38.07,17.8,6.69,8.4,17.17,14.29,84.29
CB,73.19,35.09,67.74,53.68,75.02,62.26,15.07,6.72,11.69,23.91,17.97,82.94
RW,90.33,84.7,59.69,79.25,34.53,60.99,10.27,11.34,18.65,10.22,6.34,85.71
RW,77.91,72.79,79.5,77.63,33.9,54.15,14.19,12.92,9.43,8.09,7.22,84.97
CM,73.94,49.65,76.76,87.18,74.2,72.27,11.57,18.65,11.79,13.76,8.21,83.27
CDM,69.15,43.49,66.08,58.27,77.41,75.48,6.74,11.73,12.66,17.74,5.44,82.9
LW,61.02,75.65,78.01,76.97,27.97,47.91,11.54,1.0,10.82,14.8,17.17,82.05
ST,59.2,78.14,44.7,60.76,35.39,72.71,11.63,8.35,6.1,4.82,12.81,79.73
RW,77.86,69.2,77.7,91.98,33.78,63.78,15.91,15.56,11.24,15.58,13.93,86.97
CDM,70.39,51.31,73.08,58.8,82.27,73.79,10.21,14.43,2.87,16.34,9.32,82.17
CB,36.98,12.54,61.07,63.19,77.45,79.56,17.44,7.2,16.58,9.0,21.39,79.8
ST,82.96,89.96,34.46,70.42,40.77,71.28,9.91,13.41,8.91,19.78,13.55,87.5
CB,48.41,32.78,48.29,63.96,64.45,76.17,12.07,10.09,8.97,8.96,7.11,76.85
LB,73.89,26.88,67.06,60.87,71.89,70.87,10.32,13.55,10.21,4.21,11.18,80.72
GK,60.36,18.17,36.24,41.12,38.17,64.41,57.95,72.95,70.23,65.2,73.52,75.95
RW,97.72,73.87,49.12,72.61,30.48,60.23,19.07,16.47,18.64,7.43,18.95,86.0
CAM,76.63,55.97,81.04,75.26,49.8,56.87,12.51,8.71,12.1,16.54,17.64,82.74
CAM,76.2,88.64,74.49,76.32,55.29,62.74,16.19,7.88,6.39,3.06,13.68,84.58
RB,58.47,49.36,75.65,51.92,67.19,73.59,12.37,11.59,14.68,11.03,13.48,79.07
CM,53.06,54.33,76.81,95.19,79.27,80.11,11.55,6.57,8.5,16.57,5.5,82.87
